id_building,id_property_name,id_source_plant_id,id_source_url,loc_address,loc_city,loc_lat,loc_lon,loc_state,loc_zip,bldg_sqft,bldg_type,bldg_type_benchmark,bldg_type_filter,bldg_vertical,bldg_year_built,data_year,org_manager,org_owner,org_tenant,org_tenant_subunit,energy_climate_zone,energy_elec_kbtu,energy_elec_kwh,energy_eui_benchmark,energy_fuel_oil_kbtu,energy_gas_kbtu,energy_site_eui,energy_star_score,energy_steam_kbtu,energy_total_kbtu,cost_calc_notes,cost_elec_demand_annual,cost_elec_energy_annual,cost_elec_load_factor,cost_elec_peak_kw,cost_elec_rate_demand_kw,cost_elec_rate_kwh,cost_elec_total_annual,cost_fuel_oil_annual,cost_fuel_oil_rate_mmbtu,cost_gas_annual,cost_gas_rate_therm,cost_steam_annual,cost_steam_rate_mlb,cost_utility_name,hvac_cost_total_annual,hvac_energy_total_kbtu,hvac_pct_elec,hvac_pct_fuel_oil,hvac_pct_gas,hvac_pct_method,hvac_pct_steam,carbon_emissions_total_mt,occ_utilization_rate,occ_vacancy_rate,odcv_carbon_reduction_yr1_mt,odcv_hvac_savings_annual_usd,odcv_hvac_savings_pct,bps_fine_avoided_yr1_usd,bps_law_name,savings_opex_avoided_annual_usd,savings_pct_of_energy_cost,val_cap_rate_pct,val_current_usd,val_market_rent_sqft,val_odcv_impact_usd,val_opex_ratio,val_post_odcv_usd,meta_photo_url,energy_star_score_post_odcv,bps_fine_baseline_yr1_usd,bps_fine_post_odcv_yr1_usd,energy_elec_kwh_post_odcv,energy_elec_kbtu_post_odcv,energy_gas_kbtu_post_odcv,energy_steam_kbtu_post_odcv,energy_fuel_oil_kbtu_post_odcv,energy_total_kbtu_post_odcv,cost_elec_energy_annual_post_odcv,cost_elec_demand_annual_post_odcv,cost_elec_total_annual_post_odcv,cost_gas_annual_post_odcv,cost_steam_annual_post_odcv,cost_fuel_oil_annual_post_odcv,carbon_emissions_post_odcv_mt
BOS_105127,,,https://app01.cityofboston.gov/AssessingMap/?find=1302364019,"45 William T Morrissey Blvd, Boston, MA, 02124",Boston,42.3184717,-71.0507938,MA,2124.0,61555.0,Supermarket/Grocery,Supermarket/Grocery,Supermarket,Commercial,,2024.0,,Pob Cc 35-55 Morrissey LLC,Albertsons Companies,,Northern,8190726.057,2400564.495,196.0,,4708100.0,209.5441475,67.0,,12898490.0,Demand: NREL,447987.33,822788.44,0.65,421.6,70.0,0.311589,1270775.77,,,89439.78,1.727,,,NSTAR Electric Company,234853.28,3557235.17,0.15,,0.4946,cbecs_adjusted,,837.3222,0.53,0.0,42.3529,46970.66,0.2,10675.31858150239,Boston BERDO 2.0,57645.97,0.0345317747645568,0.06,113351295.83,16.1,960766.25,0.4,114312062.08,,69.0,145084.07296773003,134408.75438622764,2328547.56,7945004.28,4242374.75,,,12187379.02,798104.79,434547.71,1232652.49,80592.39,,,794.9693
BOS_105131,Hub Hall,,https://app01.cityofboston.gov/AssessingMap/?find=0301918025,"80 Causeway St, Boston, MA, 02114",Boston,42.365607,-71.0618221,MA,2114.0,279494.0,Office,Office,Office,Commercial,,2024.0,,Boston Properties (BXP),,,Northern,9962239.538,2919765.398,52.9,34500.0,7370325.8,62.13606231,72.0,,17366656.6,Demand: NREL,618394.76,1000743.46,0.45,740.68,55.0,0.311589,1619138.22,834.9,22.0,140014.08,1.727,,,NSTAR Electric Company,925975.29,11694565.9,0.4921,0.93,0.9172,cbecs_adjusted,,1108.2543,0.42,0.236,284.0816,369001.15,0.3985,0.0,Boston BERDO 2.0,369001.15,0.1949274940233692,0.07,125713371.43,48.0,5271445.04,0.5,130984816.47,,82.0,0.0,0.0,2347194.0,8008625.93,4676440.76,,21714.13,12706780.83,804495.81,497126.4,1301622.21,88838.35,,525.48,844.1332
BOS_105132,,,https://app01.cityofboston.gov/AssessingMap/?find=0304189000,"234-236 Congress St, Boston, MA, 02110",Boston,42.3544219,-71.0539967,MA,2110.0,31752.0,Office,Office,Office,Commercial,,2024.0,Cushman & Wakefield,Pofco Congress Street LLC,,,Northern,608320.755,178288.6152,52.9,,1253360.3,58.63114449,68.0,,1861656.1,Demand: NREL,37314.56,61108.05,0.45,45.23,54.35,0.311589,98422.61,,,23810.09,1.727,,,NSTAR Electric Company,70272.38,1448936.71,0.4921,,0.9172,cbecs_adjusted,,110.1826,0.42,0.236,27.33,23274.21,0.3312,0.0,Boston BERDO 2.0,23274.21,0.1762663457401812,0.07,8730907.14,48.0,332488.75,0.5,9063395.89,,79.0,0.0,0.0,149230.51,509174.5,872618.72,,,1381793.22,51148.44,31232.9,82381.34,16577.14,,,84.8826
BOS_105156,,,https://app01.cityofboston.gov/AssessingMap/?find=0303910000,"50 Milk St, Boston, MA, 02109",Boston,42.3570375,-71.0575264,MA,2109.0,278290.0,Restaurant/Bar,Restaurant/Bar,Retail,Commercial,,2024.0,CBRE Group (CBRE),Ponte Gadea Boston LLC,,,Northern,18049634.74,5290045.352,325.6,,,64.85642352,78.0,,18048894.1,Demand: NREL,1120410.67,1813151.94,0.45,1341.97,55.0,0.311589,2933562.61,,,,,,,NSTAR Electric Company,1331250.71,8190924.25,0.4538,,,cbecs_adjusted,,1294.1588,0.4,0.0,117.4579,266250.14,0.2,13871.976978600018,Boston BERDO 2.0,280122.12,0.0867599986288459,0.07,209540186.43,48.0,4001744.56,0.5,213541930.99,,81.0,13871.976978600018,0.0,4809920.84,16411449.89,,,,16411449.89,1648590.27,1018722.2,2667312.47,,,,1176.7008999999998
BOS_105159,,,https://app01.cityofboston.gov/AssessingMap/?find=0301644000,"133-137 Portland St, Boston, MA, 02114",Boston,42.3638775,-71.0609854,MA,2114.0,30487.0,Office,Office,Office,Commercial,,2024.0,,Portland North LLC,,,Northern,834450.7795,244563.5344,52.9,,1663400.0,81.93054417,59.0,,2497816.5,Demand: NREL,51185.44,83823.64,0.45,62.04,54.35,0.311589,135009.07,,,31599.61,1.727,,,NSTAR Electric Company,100419.39,2011239.23,0.5221,,0.9472,cbecs_adjusted,,148.1733,0.42,0.236,38.0602,33258.9,0.3312,0.0,Boston BERDO 2.0,33258.9,0.1939938223728362,0.07,11900620.0,48.0,475127.15,0.5,12375747.15,,72.0,0.0,0.0,202273.73,690157.95,1141570.39,,,1831728.35,69328.9,42334.48,111663.37,21686.41,,,111.5772
BOS_105166,,,https://app01.cityofboston.gov/AssessingMap/?find=0304210000,"155 Federal St, Boston, MA, 02110",Boston,42.3537552,-71.056416,MA,2110.0,179910.0,Office,Office,Office,Commercial,,2024.0,,Power John F,Professional Physical Therapy,,Northern,6863523.363,2011583.635,52.9,,1118129.9,44.36313546,72.0,,7981371.7,Demand: NREL,426045.45,689466.07,0.45,510.3,55.0,0.311589,1115511.52,,,21241.11,1.727,,,NSTAR Electric Company,545690.51,4243455.53,0.4721,,0.8972,cbecs_adjusted,,551.4985,0.42,0.236,107.4166,205234.2,0.3761,0.0,Boston BERDO 2.0,205234.2,0.1676311300491773,0.07,81196616.43,48.0,2931917.17,0.5,84128533.6,,80.0,0.0,0.0,1654413.26,5644858.05,740831.59,,,6385689.64,567046.67,350398.18,917444.85,14073.58,,,451.76470000000006
BOS_105167,,,https://app01.cityofboston.gov/AssessingMap/?find=0304211000,"2-14 High St, Boston, MA, 02110",Boston,42.3536171,-71.0567736,MA,2110.0,116823.0,Office,Office,Office,Commercial,,2024.0,,Power John F,,,Northern,1712317.628,501851.5909,52.9,,714870.0,34.62771115,93.0,1618195.7,4045313.1,Demand: NREL,106290.18,172008.58,0.45,127.31,55.0,0.311589,278298.76,,,13580.39,1.727,40175.4,22.568,NSTAR Electric Company,150354.31,2655980.18,0.3721,,0.7972,cbecs_adjusted,0.8954,233.4455,0.42,0.236,45.0801,48053.24,0.3196,0.0,Boston BERDO 2.0,48053.24,0.1343894609474081,0.07,23718182.14,48.0,686474.81,0.5,24404656.96,,95.0,0.0,0.0,442169.81,1508683.4,532731.76,1155116.9,,3196532.06,151552.77,93649.82,245202.59,10120.31,28678.41,,191.5814
BOS_105169,,,https://app01.cityofboston.gov/AssessingMap/?find=0602701001,"256-260 Summer St, Boston, MA, 02210",Boston,42.350712,-71.050667,MA,2210.0,112608.0,Office,Office,Office,Commercial,,2024.0,,Ppf/Si 250 Summer Street,Seaport Smiles,,Northern,3780972.544,1108139.667,52.9,,454500.0,37.61115907,77.0,,4235317.4,Demand: NREL,234699.6,379812.54,0.45,281.11,55.0,0.311589,614512.14,,,8634.14,1.727,,,NSTAR Electric Company,266700.42,1981000.91,0.4221,,0.8472,cbecs_adjusted,,295.2342,0.42,0.236,48.1925,95292.06,0.3573,0.0,Boston BERDO 2.0,95292.06,0.1485983090993801,0.07,44510448.57,48.0,1361315.13,0.5,45871763.7,,82.0,0.0,0.0,941014.11,3210740.14,316920.78,,,3527660.92,322530.61,199303.06,521833.67,6020.54,,,248.536
BOS_105173,,,https://app01.cityofboston.gov/AssessingMap/?find=2005207000,"1300 Centre St, Boston, MA, 02131",Boston,42.2958596,-71.1336183,MA,2131.0,44496.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,3948712.88,1157301.547,84.3,,,203.9719413,,,9075935.5,Demand: NREL | Special rate for Higher Ed,45839.11,396662.67,0.35,377.46,8.0,0.311589,442501.78,,,,,,,NSTAR Electric Company,301432.21,2689863.21,0.6812,,,cbecs_adjusted,,283.1227,0.26,0.0,62.4877,97664.04,0.324,17334.446900845058,,114998.48,0.2102183137204872,,,,,,,,,23355.95998320001,6021.513082354948,901874.91,3077197.2,,,,3077197.2,309115.73,35722.01,344837.74,,,,223.6051
BOS_105178,,,https://app01.cityofboston.gov/AssessingMap/?find=2100005010,"199-207 Park Dr, Boston, MA, 02215",Boston,42.341489,-71.100272,MA,2215.0,60077.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,1025177.122,300462.228,84.3,,2547603.8,59.4693277,,,3572738.8,Demand: NREL | Special rate for Higher Ed,11900.89,102982.8,0.35,98.0,8.0,0.311589,114883.69,,,48396.83,1.727,,,NSTAR Electric Company,91608.04,2556180.72,0.4512,,0.8218,cbecs_adjusted,,208.8084,0.26,0.0,44.5777,28288.56,0.3088,0.0,,28288.56,0.1583274940474703,,,,,,,,,0.0,0.0,258598.66,882338.62,1901093.7,,,2783432.32,88634.15,10242.73,98876.88,36115.08,,,168.0706
BOS_105179,,,https://app01.cityofboston.gov/AssessingMap/?find=2201058010,"230 Western Ave, Boston, MA, 02134",Boston,42.362973,-71.131808,MA,2134.0,60566.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,1903652.355,557928.5917,84.3,99789.929,708788.0,44.78141862,,,2712231.4,Demand: NREL | Special rate for Higher Ed,22098.78,191228.85,0.35,181.97,8.0,0.311589,213327.63,2414.92,22.0,13464.85,1.727,,,NSTAR Electric Company,105028.87,1481965.75,0.4312,0.93,0.8018,cbecs_adjusted,,181.4352,0.26,0.0,28.0293,30720.94,0.2925,0.0,,30720.94,0.1221228580755473,,,,,,,,,0.0,0.0,487559.29,1663552.3,542558.43,,72644.57,2278755.3,167109.92,19311.55,186421.47,10306.98,,1758.0,155.82070000000002
BOS_105186,,,https://app01.cityofboston.gov/AssessingMap/?find=2200181000,"90-92 Seattle St, Boston, MA, 02134",Boston,42.3614586,-71.1269806,MA,2134.0,31386.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,327529.2713,95993.3386,84.3,,207101.0,17.03361053,,,534616.9,Demand: NREL | Special rate for Higher Ed,3802.16,32901.52,0.35,31.31,8.0,0.311589,36703.68,,,3934.3,1.727,,,NSTAR Electric Company,18981.15,307284.2,0.4312,,0.8018,cbecs_adjusted,,34.483,0.26,0.0,5.0224,5031.9,0.2651,0.0,,5031.9,0.1179375587304106,,,,,,,,,0.0,0.0,85020.23,290089.03,163080.2,,,453169.23,29140.51,3367.53,32508.04,3098.03,,,29.699299999999997
BOS_105187,,,https://app01.cityofboston.gov/AssessingMap/?find=2200254000,"28 Travis St, Boston, MA, 02134",Boston,42.3620404,-71.1278632,MA,2134.0,55078.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,2362669.806,692458.9115,84.3,,1460921.0,69.41962308,,,3823494.0,Demand: NREL | Special rate for Higher Ed,27427.34,237338.84,0.35,225.85,8.0,0.311589,264766.17,,,27753.12,1.727,,,NSTAR Electric Company,148120.4,2343093.31,0.4712,,0.8418,cbecs_adjusted,,246.9929,0.26,0.0,47.1843,48153.94,0.3251,0.0,,48153.94,0.1503892738679273,,,,,,,,,0.0,0.0,586383.13,2000739.22,1061111.95,,,3061851.17,200981.59,23225.82,224207.41,20157.94,,,203.887
BOS_105189,Harvard Business School,,https://app01.cityofboston.gov/AssessingMap/?find=2200264000,"140 Western Ave, Boston, MA, 02134",Boston,42.363129,-71.125906,MA,2134.0,866800.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,21536392.1,6311955.481,84.3,29912767.6,435547.0,59.85674089,,,51883823.0,Demand: NREL | Special rate for Higher Ed,250007.79,2163409.49,0.35,2058.69,8.0,0.311589,2413417.27,723888.98,22.0,8274.09,1.727,,,NSTAR Electric Company,1768950.27,37894026.51,0.4512,0.93,0.8218,cbecs_adjusted,,3755.4102,0.26,0.0,1008.9513,648850.96,0.3668,0.0,,648850.96,0.1684939138258914,,,,,,,,,0.0,0.0,5267325.84,17972115.76,304257.35,,19708804.67,37985177.78,1805364.87,208631.46,2013996.33,5779.98,,476953.07,2893.0703999999996
BOS_105190,,,https://app01.cityofboston.gov/AssessingMap/?find=2200268000,"112 Western Ave, Boston, MA, 02134",Boston,42.3631886,-71.1244506,MA,2134.0,81858.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,1945526.724,570201.2673,84.3,,,54.49852305,,,4461140.1,Demand: NREL | Special rate for Higher Ed,22584.88,195435.29,0.35,185.98,8.0,0.311589,218020.17,,,,,,,NSTAR Electric Company,126713.32,1130740.13,0.5812,,,cbecs_adjusted,,139.4943,0.26,0.0,23.7142,37063.65,0.2925,0.0,,37063.65,0.1640146442634843,,,,,,,,,0.0,0.0,473266.48,1614785.24,,,,1614785.24,162211.09,18745.43,180956.52,,,,116.61520000000002
BOS_105191,,,https://app01.cityofboston.gov/AssessingMap/?find=2200301100,"500 Soldiers Fld Rd, Boston, MA, 02134",Boston,42.3625487,-71.1187958,MA,2134.0,310000.0,Higher Ed,Higher Ed,Higher Ed,Education,,2024.0,,Harvard University,Harvard University,,Northern,54179692.97,15879159.72,84.3,,72430296.0,408.4121487,,,126607766.1,Demand: NREL | Special rate for Higher Ed,628951.45,5442548.65,0.35,5179.11,8.0,0.311589,6071500.1,,,1375958.33,1.727,,,NSTAR Electric Company,4466020.08,94097893.84,0.5312,,0.9018,cbecs_adjusted,,7731.457,0.26,0.0,2349.6799,1896718.73,0.4247,587865.4459516718,,2484584.17,0.2176803572504194,,,,,,,,,1593316.9799843405,1005451.5340326685,12296811.12,41956719.56,44689893.9,,,86646613.46,4214706.19,487059.6,4701765.79,848973.91,,,5723.1363
BOS_105215,Boston Athenaeum,,https://app01.cityofboston.gov/AssessingMap/?find=0304693000,"10H Beacon St, Boston, MA, 02108",Boston,42.3579886,-71.0620705,MA,2108.0,97000.0,Library/Museum,Library/Museum,Library/Museum,Education,,2024.0,,Prop Boston Athenauem,Boston Athenaeum,,Northern,4997571.402,1464704.397,63.9,,,158.2130289,,10349297.4,15346663.8,Demand: NREL | Special rate for Arts & Culture | Min floor $22.0/kW,159540.99,502024.36,0.35,477.72,22.0,0.311589,661565.35,,,,,256944.93,22.568,NSTAR Electric Company,658145.37,13248860.84,0.6125,,,cbecs_adjusted,0.9844,823.3198,0.32,0.0,145.7366,141632.88,0.2335,47167.15961268805,Boston BERDO 2.0,188800.04,0.1541968748150075,0.07,,28.0,,0.65,,,,139905.53846802004,92738.378855332,1271641.71,4338841.52,,8156872.43,,12495713.95,435852.53,138511.89,574364.42,,202512.98,,677.5832
BOS_105246,New Balance Athletics Complex,,https://app01.cityofboston.gov/AssessingMap/?find=2201904002,"67-91 Guest St, Boston, MA, 02135",Boston,42.3567386,-71.1447406,MA,2135.0,260232.0,Venue,Venue,Venue,Commercial,,2024.0,,Railyard Sports LLC,New Balance Athletics,,Northern,6628942.833,1942832.014,56.1,,8176199.6,56.89104568,,,14804870.6,Demand: NREL,740671.44,665901.59,0.25,887.14,55.0,0.311589,1406573.03,,,155323.26,1.727,,,NSTAR Electric Company,856514.9,9189477.42,0.5325,,0.6922,cbecs_adjusted,,909.5332,0.2,0.0,195.2809,302092.8,0.4076,0.0,Boston BERDO 2.0,302092.8,0.1918238239907494,0.075,104126419.33,28.0,4027904.07,0.65,108154323.4,,,0.0,0.0,1577943.39,5383942.85,6180070.9,,,11564013.75,540836.78,601563.9,1142400.68,117402.81,,,715.858
BOS_105250,,,https://app01.cityofboston.gov/AssessingMap/?find=0300470050,"60 Staniford St, Boston, MA, 02114",Boston,42.3625586,-71.0642505,MA,2114.0,212478.0,Medical Office,Medical Office,Medical Office,Healthcare,,2024.0,CBRE Group (CBRE),DWS Group,,,Northern,14046542.11,4116806.011,97.7,,1630200.1,73.77783065,90.0,,15676165.9,Demand: NREL,861618.67,1411026.61,0.45,1044.34,54.35,0.311589,2272645.29,,,30968.91,1.727,,,NSTAR Electric Company,870340.44,6547468.47,0.3719,,0.8119,cbecs_adjusted,,1093.717,0.56,0.09,124.2907,243173.12,0.2794,33626.46142089051,,276799.58,0.0967584711904814,0.075,153574280.0,24.15,3690661.08,,157264941.08,,92.0,36130.20995867404,2503.748537783527,3689033.39,12586981.93,1260397.59,,,13847379.52,1264408.45,772088.86,2036497.31,23943.77,,,979.7913
BOS_105254,Omni Boston Hotel at the Seaport,,https://app01.cityofboston.gov/AssessingMap/?find=0602680100,"606 Congress St, Boston, MA, 02210",Boston,42.3478623,-71.0390446,MA,2210.0,486000.0,Hotel,Hotel,Hotel,Commercial,,2024.0,,Rbw Owner LP,,,Northern,15116326.82,4430341.975,63.0,,23614400.6,79.6915784,82.0,,38730107.1,Demand: NREL,767723.64,1518490.41,0.55,919.54,55.0,0.311589,2286214.05,,,448602.77,1.727,,,NSTAR Electric Company,1099597.12,11813096.01,0.4378,,0.22,cbecs_adjusted,,2338.0014,0.351,0.0,217.472,318663.25,0.2898,0.0,Boston BERDO 2.0,318663.25,0.095974916852142,0.075,182321121.33,180.0,4248843.27,0.7,186569964.61,,84.0,0.0,0.0,3868244.82,13198451.32,22108840.88,,,35307292.2,1325832.79,670319.14,1996151.93,420001.65,,,2158.876
BOS_105256,,,https://app01.cityofboston.gov/AssessingMap/?find=0303836000,"15-19 Broad St, Boston, MA, 02109",Boston,42.358731,-71.0547689,MA,2109.0,77678.0,Office,Office,Office,Commercial,,2024.0,Newmark,Brookfield,Mass Injury Group Injury And Accident Attorneys,,Northern,1274287.568,373472.3236,52.9,,4109360.4,69.30657072,82.0,,5383595.8,Demand: NREL,78165.14,128006.85,0.45,94.74,54.35,0.311589,206172.0,,,78065.52,1.727,,,NSTAR Electric Company,173058.94,4396182.27,0.4921,,0.9172,cbecs_adjusted,,309.6145,0.42,0.236,82.3666,58147.8,0.336,0.0,Boston BERDO 2.0,58147.8,0.1896578025961665,0.07,20302680.0,48.0,830682.89,0.5,21133362.89,,89.0,0.0,0.0,311720.32,1063589.73,2842941.0,,,3906530.72,106841.49,65240.88,172082.37,54007.35,,,233.2538
BOS_105257,,,https://app01.cityofboston.gov/AssessingMap/?find=1810585001,"695 Truman Pkwy, Boston, MA, 02136",Boston,42.2525487,-71.1188104,MA,2136.0,35230.0,Medical Office,Medical Office,Medical Office,Healthcare,,2024.0,,Realty CORP 695,Parkway Medical Plaza,,Northern,694101.6134,203429.5467,97.7,,2330500.0,85.85220835,62.0,,3024573.3,Demand: NREL,42576.38,69725.05,0.45,51.61,54.35,0.311589,112301.43,,,44272.51,1.727,,,NSTAR Electric Company,93367.15,2452729.5,0.4719,,0.9119,cbecs_adjusted,,173.5399,0.56,0.09,40.4152,27674.02,0.2964,0.0,,27674.02,0.1685182178861981,0.075,10438262.67,24.15,368986.96,,10807249.63,,74.0,0.0,0.0,174975.62,597016.82,1700595.77,,,2297612.59,59972.53,36621.17,96593.7,32306.22,,,135.0064
BOS_105259,,,https://app01.cityofboston.gov/AssessingMap/?find=2201872000,"38-42 Everett St, Boston, MA, 02135",Boston,42.3553223,-71.1392453,MA,2135.0,31128.0,Office,Office,Office,Commercial,,2024.0,,Red Line Limit LLC,,,Northern,1985421.902,581893.8751,52.9,,,63.77988949,41.0,,1985340.4,Demand: NREL,123242.82,199442.9,0.45,147.61,55.0,0.311589,322685.72,,,,,,,NSTAR Electric Company,213650.22,1314547.84,0.6621,,,cbecs_adjusted,,142.3548,0.42,0.236,32.7812,74307.54,0.3478,885.0960307800075,Boston BERDO 2.0,75192.64,0.2227869919006537,0.07,23048980.0,48.0,1074180.58,0.5,24123160.58,,55.0,885.0960307800075,0.0,447896.3,1528222.16,,,,1528222.16,153515.52,94862.66,248378.18,,,,110.64
BOS_105267,,,https://app01.cityofboston.gov/AssessingMap/?find=0302621000,"15 New Chardon St, Boston, MA, 02114",Boston,42.3613341,-71.0629991,MA,2114.0,161112.0,Office,Office,Office,Commercial,,2024.0,,DWS Group,,,Northern,4141876.98,1213914.707,52.9,,4482058.9,53.52652813,79.0,,8623766.0,Demand: NREL,257102.33,416066.72,0.45,307.94,55.0,0.311589,673169.05,,,85145.67,1.727,,,NSTAR Electric Company,386612.66,5890444.01,0.4621,,0.8872,cbecs_adjusted,,535.0147,0.42,0.236,124.4912,138136.7,0.3573,0.0,Boston BERDO 2.0,138136.7,0.1691110861974171,0.07,54165337.14,48.0,1973381.46,0.5,56138718.6,,86.0,0.0,0.0,1013487.28,3458018.59,3061261.65,,,6519280.24,347370.64,214652.6,562023.23,58154.79,,,419.4431
BOS_105302,,,https://app01.cityofboston.gov/AssessingMap/?find=0302854000,"2-16 Tremont St, Boston, MA, 02108",Boston,42.3515876,-71.0645873,MA,2108.0,38000.0,Office,Office,Office,Commercial,,2024.0,,10 Tremont Street LLC,,,Northern,794325.7192,232803.5519,52.9,1396574.8,53600.0,59.06494474,81.0,,2244467.9,Demand: NREL,48724.15,79792.93,0.45,59.06,54.35,0.311589,128517.08,33797.11,22.0,1018.24,1.727,,,NSTAR Electric Company,91722.44,1713426.4,0.4621,0.93,0.8872,cbecs_adjusted,,161.9593,0.42,0.236,38.9762,28865.05,0.3147,0.0,Boston BERDO 2.0,28865.05,0.1610052643206359,0.07,11666602.14,48.0,412357.87,0.5,12078960.02,,88.0,0.0,0.0,198948.59,678812.59,38634.78,,987837.86,1705285.23,68189.21,41638.55,109827.76,733.94,,23905.68,125.8812
BOS_105304,,,https://app01.cityofboston.gov/AssessingMap/?find=0300618000,"60 William Cardinal O'Connell Way, Boston, MA, 02114",Boston,42.3626327,-71.0658038,MA,2114.0,62470.0,Residential Care,Residential Care,Senior Care,Healthcare,,2024.0,,Rev Msgr George Carlson,,,Northern,1779345.707,521496.3971,99.0,,4028308.2,92.96591804,,,5807580.9,Demand: NREL | Special rate for Residential Care | Min floor $15.0/kW,30122.97,178741.79,0.6,99.22,20.0,0.311589,208864.76,,,76525.77,1.727,,,NSTAR Electric Company,150434.82,3472503.49,0.4825,,0.6489,cbecs_adjusted,,341.5225,0.8644999999999999,0.0,40.077,30086.96,0.2,7978.659061698,,38065.62,0.1094238418839708,,,23.0,,,,,,7978.659061698,0.0,471171.99,1607638.85,3505514.36,,,5113153.21,161493.21,27216.1,188709.31,66594.26,,,300.07939999999996
BOS_105308,Congress Square Boston,,https://app01.cityofboston.gov/AssessingMap/?find=0303882000,"33-59 Congress St, Boston, MA, 02109",Boston,42.357841,-71.0569574,MA,2109.0,428517.0,Office,Office,Office,Commercial,,2024.0,,Rfm-Ktb Csq Propco LLC,Ezcater,,Northern,12694102.21,3720428.549,52.9,,11092780.2,55.50855975,84.0,,23786361.5,Demand: NREL,787972.04,1275169.07,0.45,943.79,55.0,0.311589,2063141.12,,,210729.55,1.727,,,NSTAR Electric Company,1140336.77,15707459.22,0.4621,,0.8872,cbecs_adjusted,,1499.3047,0.42,0.236,357.0281,431617.47,0.3785,0.0,Boston BERDO 2.0,431617.47,0.176526558094148,0.07,162419333.57,48.0,6165963.81,0.5,168585297.38,,90.0,0.0,0.0,3069707.55,10473842.17,7367766.93,,,17841609.09,1052135.82,650151.91,1702287.73,139965.47,,,1167.2732999999998
BOS_105354,,,https://app01.cityofboston.gov/AssessingMap/?find=1902013000,"434 Jamaicaway, Boston, MA, 02130",Boston,42.3174396,-71.1154816,MA,2130.0,48082.0,Residential Care,Residential Care,Senior Care,Healthcare,,2024.0,,Rogerson House INC,,,Northern,572031.9637,167652.9788,99.0,,3011093.5,74.5206543,100.0,,3583102.1,Demand: NREL | Special rate for Residential Care | Min floor $15.0/kW,9684.06,57462.71,0.6,31.9,20.0,0.311589,67146.77,,,57201.74,1.727,,,NSTAR Electric Company,60812.13,1979085.21,0.4125,,0.5789,cbecs_adjusted,,200.9339,0.8644999999999999,0.0,21.8992,12162.43,0.2,0.0,,12162.43,0.1018092218899598,,,23.0,,,,,,0.0,0.0,153821.61,524839.33,2662469.09,,,3187308.42,52722.03,8885.13,61607.16,50578.93,,,178.231
BOS_105420,,,https://app01.cityofboston.gov/AssessingMap/?find=0703368000,"46-52 Boston St, Boston, MA, 02125",Boston,42.3278773,-71.0574854,MA,2125.0,27971.0,Venue,Venue,Venue,Commercial,,2024.0,,Roman Catholic Church,Our Lady Of Czestochowa Catholic Parish,,Northern,81164.91539,23788.07602,56.1,598506.0,153334.5,29.78091595,,,833002.0,Demand: NREL | No demand (<25kW),0.0,8153.31,0.25,10.86,0.0,0.311589,8153.31,14483.85,22.0,2912.9,1.727,,,NSTAR Electric Company,19606.6,701279.05,0.5125,0.93,0.6722,cbecs_adjusted,,57.7438,0.2,0.0,13.5815,5415.34,0.297,0.0,Boston BERDO 2.0,5415.34,0.159596203018372,0.075,1703337.33,28.0,72204.58,0.65,1775541.92,,,0.0,0.0,20420.81,69675.82,124866.17,,444770.16,639312.14,6999.19,0.0,6999.19,2372.08,,10763.44,45.1113
BOS_105430,Norfolk Hardware & Home Center,,https://app01.cityofboston.gov/AssessingMap/?find=1800255000,"981-993 Morton St, Boston, MA, 02126",Boston,42.2785692,-71.0807257,MA,2126.0,32823.0,Retail Store,Retail Store,Retail,Commercial,,2024.0,,Rosen Stewart M Trst,,,Northern,1501991.173,440208.4329,51.4,,,77.43692837,66.0,,2541712.3,Demand: NREL,104888.7,150880.52,0.4,125.63,55.0,0.311589,255769.22,,,,,,,NSTAR Electric Company,160623.07,943250.46,0.628,,,cbecs_adjusted,,107.6928,0.45,0.06,15.846,37633.99,0.2343,0.0,Boston BERDO 2.0,37633.99,0.144251604483747,0.055,23251747.27,25.0,684254.28,0.35,23936001.55,,72.0,0.0,0.0,375435.99,1280987.59,,,,1280987.59,128679.9,89455.34,218135.24,,,,92.1579
