Reporting ID,Data Year,MapLot,Compliance Status,BEUDO Category,BEUDO Property Type,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus),Grid Electricity Emissions (Metric Tons CO2e),Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus),Natural Gas Emissions (Metric Tons CO2e),Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #1 Emissions (Metric Tons CO2e),Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #2 Emissions (Metric Tons CO2e),Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #4 Emissions (Metric Tons CO2e),Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #5 or #6 Emissions (Metric Tons CO2e),Diesel Emissions Factor (Metric Tons CO2e per Million Btus),Diesel Emissions (Metric Tons CO2e),Kerosene Emissions Factor (Metric Tons CO2e per Million Btus),Kerosene Emissions (Metric Tons CO2e),District Steam Emissions Factor (Metric Tons CO2e per Million Btus),District Steam Emissions (Metric Tons CO2e),District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus),District Chilled Water Emissions (Metric Tons CO2e),Latitude,Longitude,Coordinates
B1831,2015,172-2,Compliant,Residential,Residential,25471,53,16 Chauncy Street,1910,252-8,1,Multifamily Housing,Multifamily Housing (47000.0),47000,53,Meridian Realty Group,Trustees of Condominium Assn.,84,109362,373143.2,33353,3335300.2,,,,,,,,,,3708443.4,3684035.8,78.9,78.4,4546866.1,4512316.6,96.7,96,205.7632,12.6,,0.0767,28.6094,0.0531,177.1538,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3794,-71.1223,POINT (-71.1223401150419 42.3794221171828)
B1083,2024,92-124,Compliant,Residential,Residential,76782,60,1 Brookline Pl,2000,665-3,1,Multifamily Housing,Multifamily Housing (34000.0),34000,34,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,91,218715,746255.6,8205.2,820521.4,,,,,,,,,,1566777,1636917.4,46.1,48.1,2951063.1,3041632.3,86.8,89.5,97.4667,848.3,24.95,0.0722,53.8851,0.0531,43.5816,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3625,-71.1021,POINT (-71.1020643334831 42.3624645171255)
B1021,2015,118-30,Compliant,Municipal,Office,21200,1,831 Massachusetts Avenue,1950,506-37,1,Office,Office (21808.0),21808,,CAMBRIDGE CITY OF,,36,377876.1,1289313.3,8209.5,820954.5,,,,,,,,,,2110267.8,2086981.4,96.8,95.7,4472079.5,4438134.9,205.1,203.5,142.4584,164.3,7.54,0.0767,98.8536,0.0531,43.6048,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3673,-71.1064,POINT (-71.1063787151517 42.3672840057693)
B1458,2019,267.4-291,Compliant,Non-Residential,Office,68470,1,87 Cambridge Park Drive,1984,42-5,1,Laboratory,Laboratory (67372.0),67372,,"HCP/KING 87 CPD, LLC",,1,3324779.9,11344149,178200.3,17820032,,,,,,,,,,29164181.1,28954821.7,432.9,429.8,50474651,50249525.6,749.2,745.9,1691.2175,3467.9,51.47,0.0656,744.71,0.0531,946.5074,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3957,-71.1447,POINT (-71.1446786594077 42.3956815474519)
B1819,2016,80-165,Compliant,Residential,Residential,53146,158,8 Harrington Terrace,2009,"392-8, 392-9, 392-13, 392-16, 392-17, 392-18, 411-1, 411-3, 411-4, 411-5, 411-6, 411-7, 411-8, 411-9, 411-10, 411-11, 411-13, 411-14",18,Multifamily Housing,Multifamily Housing (51344.0),51344,56,"HARWELL HOMES, INC.",,58,247793.7,845472.1,35211.2,3521122.2,,,,,,,,,,4366594.3,4368026.1,85,85.1,6064500.2,6066530.4,118.1,118.2,250.3814,2470,48.11,0.0749,63.3577,0.0531,187.0237,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3718,-71.0944,POINT (-71.094379706032 42.3718205851759)
B1439,2022,226-59,Compliant,Non-Residential,Education,28117,0,80 Sparks St.,1859,"219-18, 219-20",2,K-12 School,K-12 School (31615.0),31615,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,75,186249,635481.8,7034.6,703459.4,,,,,,,,,,1338941.2,1427557.5,42.4,45.2,2517981.3,2611028.4,79.6,82.6,83.0156,214.2,6.78,0.0718,45.6517,0.0531,37.3639,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3808,-71.1312,POINT (-71.1311961350581 42.3808031253022)
B1484,2017,"55-26, 55-20, 55-7",Compliant,Non-Residential,College/University,93026,0,190 ALBANY ST,1980,699-17,1,College/University,College/University (120137.0),120137,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,3111243.1,10615561.4,93457,9345700.9,,,,,,,7002360.8,,,26963623.1,,224.4,,45908706.3,,382.1,,1694.2274,136.1,1.13,0.0749,795.5048,0.0531,496.395,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,402.3276,42.359,-71.0993,POINT (-71.0992847076732 42.3589931724552)
B1381,2024,41-38,Compliant,Non-Residential,Other,240964,,One Kendall Square,1988,557-8,1,Mixed Use Property,"Personal Services (Health/Beauty, Dry Cleaning, etc) (320.0),Office (39958.0),Medical Office (1239.0),Other - Restaurant/Bar (4390.0),Laboratory (18257.0),Fast Food Restaurant (4861.0),Fitness Center/Health Club/Gym (2705.0)",71730,,ARE-MA REGION NO. 59 LLC,,,2184896.4,7454866.4,48190.7,4819066.4,,,,,,,,,,12273932.8,12526199.3,171.1,174.6,25933645.5,26194116.8,361.5,365.2,794.2578,1707.1,23.8,0.0722,538.2955,0.0531,255.9623,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3661,-71.0908,POINT (-71.0908342554198 42.3660799546316)
B1187,2022,157-51,Compliant,Residential,Residential,77870,83,15 Everett Street,1937,243-19,1,Multifamily Housing,Multifamily Housing (77455.0),77455,83,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,92,193922.7,661664.3,33073.3,3307333.1,,,,,,,,,,3968997.4,4136486.9,51.2,53.4,5325359.7,5490086.6,68.8,70.9,223.2,1709.3,22.07,0.0718,47.5326,0.0531,175.6673,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3802,-71.1185,POINT (-71.1184556315826 42.3802016947232)
B1560,2016,27-86,Compliant,Non-Residential,Other,39111,,169 Bent Street,1938,549-26,1,Other,Data Center (7140.0),7140,,"Lohnes, Paul R., Tr. Of The Alexander",Graham Bell Trust,,1277206.1,4357827.6,,,,,,,,,,,,4357827.6,4357827.6,610.3,610.3,12201917.4,12201917.4,1709,1709,326.5652,2.7,0.38,0.0749,326.5652,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3673,-71.0821,POINT (-71.0820779601771 42.3673080690015)
B1145,2015,156-26,Compliant,Residential,College/University,69317,148,1651 Massachusetts Avenue,1960,226-6,1,Residence Hall/Dormitory,Residence Hall/Dormitory (56438.0),53044,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,36,453425.8,1547088.9,62931,6293100.6,,,,,,,,,,7840189.4,7734113.5,138.9,137,10939604.4,10806394.3,193.8,191.5,452.8744,1579.3,27.98,0.0767,118.6176,0.0531,334.2568,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3814,-71.1192,POINT (-71.1192379971127 42.3814228292102)
B1357,2017,64-6,Compliant,Non-Residential,Technology/Science,265495,2,640 Memorial Drive,1916,749-2,1,Laboratory,"Office (56436.0),Laboratory (169309.0)",225745,,MIT 640 MEMORIAL SPE LLC.,C/O MIT INVESTMENT MANAGEMENT COMP.,,5368151.8,18316134,328028.5,32802854.5,,,,,,,,,,51118988.5,51366448.4,226.4,227.5,85728172.5,85930518.6,379.8,380.7,3114.8843,3667.7,16.25,0.0749,1372.5673,0.0531,1742.3171,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3543,-71.1096,POINT (-71.1095877522259 42.3542554925986)
B1595,2022,117-64,Compliant,Residential,Residential,59746,56,881 Mass. Avenue,1915,490-37,1,Multifamily Housing,Multifamily Housing (59746.0),59746,56,"MOSKOW, ABRAHAM & MICHAEL B. MOSKOW,",TRUSTEES OF NEWTOWNE TRUST,94,172893,589910.9,29008,2900800.3,,,,,,,,,,3490711.2,3649326.3,58.4,61.1,4697590.9,4854858.7,78.6,81.3,196.4526,2342,39.2,0.0718,42.378,0.0531,154.0746,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3681,-71.1077,POINT (-71.107723319567 42.3681353293852)
B1847,2021,44-99,Compliant,Non-Residential,Office,451653,0,325 Main St,2022,643-5,1,Office,Office (N/A),494512,,"ZUCKERMAN, MORTIMER B., EDWARD H. LINDE","& DAVID BARRETT, TRS. OF THREE CAMBRIDGE",,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3628,-71.0866,POINT (-71.086567062868 42.3627723623626)
B1444,2021,184-197,Compliant,Residential,Residential,118585,198,50 Churchill,1973,"8-6, 8-9",2,Multifamily Housing,Multifamily Housing (128927.0),141759,198,CAMBRIDGE HOUSING AUTHORITY,,68,927810,3165687.6,64589,6458899.7,,,,,,,,,0,9624587.4,10072787.9,74.7,78.1,15645770.1,16116380.7,121.4,125,571.9901,2287.5,17.74,0.0723,228.9269,0.0531,343.0632,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.4004,-71.1319,POINT (-71.1319170549263 42.4004398807161)
B1036,2021,122-199,Compliant,Municipal,Education,190118,1,100 Putnam Avenue,2015,553-4,1,K-12 School,"K-12 School (152065.0),Parking (13111.0)",152065,,CAMBRIDGE CITY OF,,95,691532.6,2359509.1,2585.1,258514.4,,,,,,,,,305524,3660471.5,3760183.4,24.1,24.7,7920513.7,8186979.1,52.1,53.8,184.359,282.9,1.86,0.0723,170.6281,0.0531,13.7309,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3669,-71.1128,POINT (-71.112842139967 42.3668808809934)
B1625,2020,157-69,Compliant,Non-Residential,College/University,1462119,18,1557 Massachusetts Avenue,1957,266-8,1,College/University,College/University (39188.0),39188,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,72783.8,248338.3,,,,,,,,,0,0,,248338.3,248338.3,6.3,6.3,695347.3,695347.3,17.7,17.7,17.5951,120.1,3.07,0.0709,17.5951,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3783,-71.1192,POINT (-71.1191552512565 42.3782566641734)
B1456,2019,268B-47,Compliant,Residential,Residential,501600,534,364 Rindge Ave,1972,59-21,1,Multifamily Housing,Multifamily Housing (249723.0),249723,252,RINDGE ASSOCIATES,,51,1541026.3,5257981.8,177156,17715602.1,,,,,,,,,,22973584,22707073.9,92,90.9,33323731.4,33043895.8,133.4,132.3,1286.1317,10844.9,43.43,0.0656,345.171,0.0531,940.9607,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3931,-71.1389,POINT (-71.1388875342014 42.3930873047905)
B1473,2018,52A-21,Non-Compliant,Non-Residential,College/University,3691096,0,50 VASSAR ST,1973,668-36,1,College/University,College/University (145819.0),145819,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,5315921.2,18137923.1,2.1,206,,,,,,,19001699.2,8138302.8,,45278131.2,,310.5,,77868660,,534,,2904.1855,2352.6,16.13,0.0701,1272.0418,0.0531,0.0109,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,540.3711,0.0575,1091.7616,42.3614,-71.0917,POINT (-71.0916613396179 42.3614364695511)
B1869,2015,260-80,Compliant,Municipal,Education,125048,,197 Vassal Lane,1970,133-18,1,K-12 School,K-12 School (124543.0),124543,,City Of Cambridge,,46,2070091.2,7063151.9,28.2,2823.7,,,,,,,,,,7065975.7,6910957.7,56.7,55.5,19779790.3,19345740.2,158.8,155.3,541.6923,3900.5,31.32,0.0767,541.5423,0.0531,0.15,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3844,-71.1397,POINT (-71.1397058297692 42.3844419745136)
B1331,2021,95-75,Compliant,Non-Residential,Technology/Science,29040,1,99 Erie ST,1927,707-3,1,Laboratory,Laboratory (27960.0),27960,,MIT 99 ERIE LLC C/O ARE EQUITIES INC,C/O ARE-MA REGION NO. 33 LLC,,1022160,3487609.8,38181,3818100.5,,,,,,,,,,7305710.3,7562187.9,261.3,270.5,13774313,13920874.4,492.6,497.9,455.0044,100,3.58,0.0723,252.2067,0.0531,202.7976,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3591,-71.1053,POINT (-71.1052951204555 42.3590537234108)
B1258,2022,157-69,Compliant,Non-Residential,College/University,1462119,18,1563 Massachusetts Avenue,1970,266-3,1,College/University,College/University (72194.0),72194,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,415077.1,1416243.2,,,,,,,,,769976.7,2593470.2,,4779690.1,4904530.6,66.2,67.9,7786211,7954918.8,107.9,110.2,318.1823,631.8,8.75,0.0718,101.74,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,172.2025,0.0575,44.2398,42.3786,-71.1196,POINT (-71.1196309979824 42.3786133718066)
B1805,2022,267D-294,Compliant,Non-Residential,Other,48996,2,29 - 31 Smith Place,1989,46-31,1,Mixed Use Property,"Office (25823.0),Parking (23691.0),Other (28103.0)",53926,,"CAMBRIDGE HIGHLANDS,LLC",C/O TRINITY PROPERTY MGMT,,675251.6,2303958.5,12959.8,1295984,,,,,,,,,,3599942.5,3731288.3,66.8,69.2,7811867,7912223.6,144.9,146.7,234.3472,3.5,0.06,0.0718,165.5117,0.0531,68.8355,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3919,-71.1521,POINT (-71.1521335043361 42.3919434584858)
B1465,2017,265B-34,Non-Compliant,Non-Residential,Technology/Science,28054,,205 Alewife Brook Parkway,1975,76-21,1,Laboratory,Laboratory (28054.0),28054,,"ALEWIFE PROPERTIES LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0749,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3903,-71.1431,POINT (-71.1431074283395 42.3903111902944)
B1370,2018,11-40,Compliant,Non-Residential,Office,268713,,55 Cambridge Parkway,1985,552-6,1,Office,"Office (N/A),Data Center (N/A),Parking (138880.0)",283686,,"55 CAMBRIDGE PARKWAY, LLC",,,5724929.2,19533458.6,,,,,,,,,,,,19533458.6,19400070.1,,,54693684,54320196.2,,,1369.913,3354.1,,0.0701,1369.913,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3658,-71.0759,POINT (-71.0758821273928 42.3657757098287)
B1764,2017,69-62,Compliant,Non-Residential,Other,292593,,55 Franklin St,1997,662-11,1,Parking,Parking (240000.0),240000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,857536,2925912.7,,,,,,,,,,,,2925912.7,2943356.2,12.2,12.3,8192555.6,8241397.4,34.1,34.3,219.2609,74.1,0.31,0.0749,219.2609,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3615,-71.0993,POINT (-71.0993489632216 42.361465013427)
B1753,2018,267F-275,Compliant,Residential,Residential,58470,0,25-31 Wheeler Street,2008,"76-33, 76-34, 76-31, 76-32",4,Multifamily Housing,Multifamily Housing (150000.0),150000,72,Condo building,,100,89087,303964.7,4242.2,424215.8,,,,,,,,,,728180.6,732051.1,4.9,4.9,1296527.9,1301643,8.6,8.7,43.8497,2196,14.64,0.0701,21.3175,0.0531,22.5321,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3898,-71.1447,POINT (-71.1446967196521 42.3897521371307)
B1767,2015,54-19,Compliant,Non-Residential,Technology/Science,83329,,270 Albany Street,1992,699-21,1,Laboratory,Laboratory (73347.0),73347,,"BMR-270 ALBANY STREET LLC,",,,4113720.1,14036013,157347,15734700.1,,,,,,,,,,29770713,29356891.7,405.9,400.2,55822271.4,55147108.4,761.1,751.9,1911.9073,2069,28.21,0.0767,1076.1618,0.0531,835.7454,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3577,-71.1019,POINT (-71.1019275377755 42.3576585179095)
B1640,2020,242-38,Compliant,Non-Residential,Education,109553,12,178 Coolidge Hill,1998,387-3,1,K-12 School,K-12 School (5373.0),5373,,SHADY HILL SCHOOL,,62,,,4386.9,438687.5,,,,,,,,,,438687.5,474002.9,81.6,88.2,460621.8,497703,85.7,92.6,23.3008,,,0.0709,0,0.0531,23.3008,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3716,-71.1377,POINT (-71.1376895894901 42.3716299384097)
B1542,2021,169-93,Compliant,Non-Residential,Retail,34614,4,1400 Massachusetts Avenue,1924,345-10,1,Retail Store,Retail Store (37047.0),37047,,HARVARD COOPERATIVE SOCIETY,"C/O THOMAS A. WAGNER, JR. CFO",90,281244.5,959606.2,,,,681720,,,,,,,,1737514.3,,46.9,,3482724.9,,94,,119.9837,157.8,4.26,0.0723,69.394,0.0531,0,0.0735,0,0.0742,50.5898,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3737,-71.1197,POINT (-71.1196939773893 42.3737169655583)
B1608,2022,267D-339,Compliant,Non-Residential,Residential,161348,10,799 Concord Ave,1966,"65-33, 65-43",2,Senior Living Community,"Senior Living Community (162853.0),Parking (664.0)",162853,,SANCTA MARIA HOSPITAL,,13,1263586.9,4311358.6,217624,21762399.3,,551998.6,,,162012,,,,,26787768.4,27401638.4,164.5,168.3,35643473.9,36155112.3,218.9,222,1518.7555,7,0.04,0.0718,309.7192,0.0531,1155.899,0.0735,0,0.0742,40.96,0.0753,0,0.0743,0,0.0752,12.1773,0.0754,0,0.0664,0,0.0575,0,42.3917,-71.1555,POINT (-71.155477729539 42.3916889654016)
B1300,2024,144-1,Compliant,Non-Residential,Technology/Science,2402868,15,20 Oxford St,1963,241-47,1,Laboratory,Laboratory (47237.0),47237,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1682051.5,5739159.9,7219.8,721975,,,,,,,6031811.8,4490570.1,,16983516.8,17118534.7,359.5,362.4,27719010.5,27906704.4,586.8,590.8,1097.4872,216.9,4.59,0.0722,414.409,0.0531,38.3473,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,298.1671,0.0575,346.5638,42.378,-71.1159,POINT (-71.1159200321797 42.3779828613802)
B1820,2019,119-22,Compliant,Non-Residential,Other,114693,,820 Massachusetts Avenue,1883,575-1,1,Other,Other (N/A),114693,,Cambridge Family Ymca Affordable,Housing Limited Partnership,,715130.3,2440024.7,48917.7638,4891776.4,,,,,,,,,,7331801.1,7577236.2,63.6,65.7176,11968434.5,12181063.1,103.8026,105.6467,420.0062,3.1,,0.0656,160.1804,0.0531,259.8257,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3668,-71.1067,POINT (-71.1066621470286 42.3667808202096)
B1453,2020,106-125,Compliant,Residential,Residential,117007,89,10 Magazine St.,1987,624-1,1,Multifamily Housing,"Multifamily Housing (119854.0),Parking (23059.0)",119854,85,"EQR-CHURCH CORNER, L.L.C.",EQR-RE TAX DEPARTMENT,94,392609,1339581.9,63426.4,6342635.3,,,,,8378,,,,,7690595.2,8077681.4,64.2,67.4,10419058.1,10762845.9,86.9,89.8,432.4209,2618.3,21.85,0.0709,94.9113,0.0531,336.8878,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0.6217,0.0777,0,0.0664,0,0.0575,0,42.3646,-71.1046,POINT (-71.1046426354889 42.3646026209197)
B1908,2017,52A-31,Non-Compliant,Non-Residential,College/University,98802,0,51 VASSAR ST,1939,667-4,1,College/University,College/University (16119.0),16119,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,192400,656468.9,,,,,,,,,,2575457.9,,,,,,,,,,220.2008,0,0,0.0749,49.1942,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,171.0065,0.0575,0,42.3616,-71.0925,POINT (-71.0924692075386 42.361606032653)
B1313,2022,76-116,Compliant,Residential,Residential,61273,50,40 Market St,1910,"527-8, 527-11, 527-10, 527-7, 527-5, 527-18, 527-15, 527-12",8,Multifamily Housing,Multifamily Housing (81034.0),81034,45,"SQUIRRELWOOD LLC,",,100,84633,288767.8,28856.7,2885674.1,,,,,,,,,,3174441.9,3324619.4,39.2,41,3838507.6,3996194,47.4,49.3,174.0156,2875.5,35.49,0.0718,20.7445,0.0531,153.2711,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3681,-71.0966,POINT (-71.0966436617799 42.3680829035212)
B1297,2019,170-19,Compliant,Non-Residential,College/University,159406,0,6-8 Garden Street,1931,307-6,1,College/University,College/University (41710.0),41710,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,367750.4,1254764.4,1011.3,101131.6,,,,,,,,,,1355896,1345782.5,32.5,32.3,3619528.5,3596301.6,86.8,86.2,87.7432,563.2,13.5,0.0656,82.3716,0.0531,5.3716,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.376,-71.1219,POINT (-71.1218553450822 42.3759847654168)
B1710,2018,119-82,Compliant,Residential,Residential,43539,57,888 Massachusetts Ave,1889,539-9,1,Multifamily Housing,Multifamily Housing (44307.0),43539,57,JEMTAK REALTY LLC,,79,168810,575979.7,31548,3154800.5,,,,,,,,,,3730780.2,3738880.6,84.2,84.4,4925283.7,4933789.1,111.2,111.4,207.961,1076.2,24.29,0.0701,40.3944,0.0531,167.5666,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3677,-71.1082,POINT (-71.1081564707066 42.3677409467336)
B1746,2017,212-52,Compliant,Residential,Residential,34025,61,"36, 38, 40, 42 Linnaean Street",1981,185-4,1,Multifamily Housing,"Multifamily Housing (41884.0),Other - Lodging/Residential (10471.0)",52355,50,"GAMST, FRANK",,100,19123.4,65249,0,0,,,,,,,,,,65249,65588.7,1.2,1.3,182697.2,183648.4,3.5,3.5,4.8896,667.2,12.74,0.0749,4.8896,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3834,-71.1233,POINT (-71.1232743215995 42.3833564891106)
B1033,2015,85-1,Non-Compliant,Municipal,Office,56840,,147 Hampshire Street,1979,381-20,1,Office,Office (12550.0),12550,,CITY OF CAMBRIDGE,,100,,,4279.8,427975.6,,,,,,,,,,427975.6,422372.8,34.1,33.7,449374.4,443491.5,35.8,35.3,22.7318,82.3,6.56,0.0767,0,0.0531,22.7318,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3714,-71.0976,POINT (-71.0975567733168 42.3713566752682)
B1781,2015,34-141,Compliant,Residential,Residential,47203,59,217 Thorndike Place,1989,467-1,1,Multifamily Housing,,30000,,"Roberts, Lilian",Trustees of Condominium Assn.,64,209932,716288,7435,743500,,,,,,,,,,1459788,1413774.4,48.7,47.1,3029819.3,2951592.1,101,98.4,94.4097,941.1,,0.0767,54.9189,0.0531,39.4909,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3705,-71.0878,POINT (-71.08784766916 42.3704555515883)
B1489,2023,52A-19,Compliant,Residential,College/University,81026,0,4 AMES ST,1916,696-5,1,College/University,College/University (64671.0),64671,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,632526,2158178.7,607,60700,,,,,,,869652,826248,,3914778.7,,60.5,,7892028.9,,122,,263.8886,3142270.9,48588.56,0.0722,155.8362,0.0531,3.2241,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,54.8616,0.0575,49.9667,42.36,-71.0869,POINT (-71.086868188494 42.3599572050627)
B1837,2023,1A-200,Compliant,Non-Residential,Office,406144,1,450 Water Street,2022,378-12,1,Office,Office (350500.0),350500,,"DW NP PROPERTY, LLC",C/O DIVCOWEST,51,5512506.6,18808672.6,131209.7,13120965.8,,,,,,,,,,31929638.4,32348642.9,91.1,92.3,66441297.3,66780482.5,189.6,190.5,2055.0362,4251.2,12.13,0.0722,1358.1227,0.0531,696.9135,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3722,-71.0714,POINT (-71.0714189118674 42.3722390666624)
