bbl,tenant,floor,sf_occupied,move_in_date
1010080019,Macquarie,15th,500,24-Mar
1007610053,Mad Dog & Beans Mexican Cantina,GRND,"3,049",24-Aug
1008120006,Mad Engine Global,20th,4550,10/1/01
1007310001,Mad Under,GRND,12203,10/1/01
1008670015,Mad Under,GRND,"4,000",24-Nov
1012950040,Mada Design,GRND,500,24-Dec
1008120049,Madaluxe Group,15th,500,18-May
1012610016,Madame George,GRND,3964,5/1/21
1008680025,Made By Gather,25th,6000,2/1/24
1008140019,Made Man Barbershop,GRND,"1,131",18-Jul
1000160150,Madewell,GRND,"3,000",18-Mar
1012850036,Madison  International Realty,3rd,"25,464",20-Dec
1012840056,Madison Avenue Dental Studio,14th,2630,9/1/18
1012850021,Madison Avenue Florist,GRND,1005,7/1/98
1013740021,Madison Avenue Gynecology,12th,"1,530",25-Sep
1012760051,Madison Avenue Psychotherapy,GRND,500,24-Sep
1012910038,Madison Capital,15th,4090,19-Jun
1012840056,Madison Dentistry,15th,4130,3/1/98
1004990007,Madison Energy Infrastructure,3rd,3756,2/1/24
1008590064,Madison Equities,9th,7842,8/1/12
1008060006,Madison Healing Arts,GRND,500,23-Jun
1008630013,Madison International,2nd,500,22-Apr
1012830017,Madison Jewelers,GRND,906,20-Dec
1008760006,Madison Logic,2nd,11300,11/1/11
1012930026,Madison Oral Surgery,12th,1341,16-Jul
1012890014,Madison Realty Capital Advisors,35th,"19,000",19-May
1008070001,Madison Square Garden,1st,60976,5/1/19
1008690054,Madison-Davis,9th,"7,269",24-Jul
1009930047,Madras Dosa Co.,GRND,"2,250",24-Dec
1008030021,MADRE,6th,2950,8/1/92
1012600064,Maevona,8th,3777,2/1/01
1010430013,MAG Apparel USA,11th,"6,077",19-Jun
1008140052,MAG Apparel USA,25th,"9,079",25-Sep
1008330018,Magassa Shipping And Travel Agent,GRND,500,25-Jul
1008390029,Magazine Cafe,GRND,"2,200",8-Sep
1009960001,Magen Financial,25th,12850,9/1/22
1007870025,Maggy London Group,"7th, 10th","23,226",18-Feb
1007870001,Magic Productions,2nd,"5,475",24-May
1008600001,MAGID,7th,10300,3/1/98
1008340039,MAGID,7th,"10,300",Mar-98
1007600055,MAGNA LEGAL SERVICES,12th,6406,8/1/16
1007840068,Magnitude Digital,9th,"2,759",22-Oct
1008620013,Magno Sound,10th,1000,10/1/20
1010250054,Magnolia Bakery,5th,"4,143",20-Jan
1008290007,Magnolia Pictures,7th,"4,500",Mar-00
1008400071,Magnusson Architecture,15th,6000,6/1/13
1008550016,Magrino Public Relations,GRND,500,11-Jul
1001940042,Maguire Steele,7th,2168,1/1/20
1008760001,Maharam,16th,7500,1/1/92
1008760006,Maharam,GRND,3457,4/1/01
1000280012,Mahoney Keane,10th,750,16-Jul
1013100063,Mai Capital Management,GRND,500,25-Jun
1013940005,Maiden Lane Medical,9th,"3,077",25-Sep
1012750061,Maiden Lane Medical,GRND,"1,500",17-Jan
1013180001,Main Street Fashion,37th,1482,3/1/98
1010250054,Maison de la Region Occitanie,9th,"12,965",20-Jul
1007870076,Maison De Lash,9th,"1,000",16-Jul
1010210026,Majestic Deli,GRND,"6,674",6-Feb
1013070001,Major Food Group,GRND,15000,7/20/25
1007890036,Major Label Group,"8th, 9th",24000,2/1/22
1010030029,Major League Baseball,1st,414617,2/19/25
1010060013,Major League Baseball,"29th, 33rd","46,871",25-Apr
1007819002,Major League Soccer,"14th, 15th","125,013",26-Apr
1008680016,Majordome,GRND,3518,10/1/01
1008360043,Majorica Jewelry,GRND,11562,1/1/85
1000210004,Make-Up Designory,15th,17228,1/1/17
1013120015,Makeup By Mario,18th,13260,12/1/01
1004980011,Makeup Forever Academy,3rd,2904,3/1/13
1005800039,MakiMaki,GRND,"1,000",24-Sep
1012950020,MakiMaki Sushi,GRND,3000,3/1/22
1000640012,Malaby & Bradley,6th,12309,7/1/16
1008690020,Malapero Prisco & Klauber,17th,4189,5/1/18
1006970047,Malca Fine Art,2nd,"3,000",16-Jul
1012630034,Malca-Amit,GRND,560,23-Mar
1008410054,Malcolm,GRND,500,25-May
1012830001,Malhotra Marketing Consultant,GRND,500,25-Jun
1007780043,Malin+Goetz,21st,9200,1/1/01
1005990064,Maman,GRND,2941,2/1/24
1002250008,Maman,GRND,"8,074",19-Jul
1012990033,Maman,GRND,"3,000",22-Jun
1008130055,Mamiye Brothers,18th,22000,10/1/12
1013070014,Managed Funds Association,17th,8577,3/1/23
1007860001,Mancini Duffy,23rd,"15,196",22-Jan
1001500038,Mandarin Seeds,GRND,"5,000",21-Sep
1008080040,Mandee Shops,GRND,4500,5/1/01
1013050060,Mandelbaum Barrett,GRND,3181,1/22/25
1007990028,Manespace,"5th, 10th",8000,2/1/17
1008380076,Manfra Tordella & Brooks,17th,5600,3/1/01
1000420031,Mangan Louis,12th,3000,9/1/15
1008070028,Mangan Louis,12th,3000,9/15/25
1008400058,Mangia,GRND,3000,4/24/25
1012730001,Mangia,GRND,3000,24-Apr
1012910001,Mango,GRND,28335,8/1/01
1010100021,Manhatan Endodontic Spec,7th,3000,12/1/99
1000440001,Manhatta,60th,"38,000",18-Jul
1007590037,Manhattan Beauty,GRND,"4,348",23-Jan
1012610042,Manhattan Behavioral Medicine,4th,1539,3/1/17
1013110050,Manhattan Capital RE,20th,"1,449",12-Jul
1010290012,Manhattan Carpet Cleaners,GRND,"1,200",23-Mar
1012760051,Manhattan Center For Cognitive Behavioral Therapy,8th,"2,628",20-Mar
1008630027,Manhattan Cog. Behavioral,14th,2061,2/1/14
1013170007,Manhattan Cognitive Coach,GRND,500,22-Sep
1019310021,Manhattan Community Board 10,4th,"29,818",18-Sep
1000130027,Manhattan Community College,8th,44815,5/1/09
1008380008,Manhattan Constructors,12th,5850,1/1/24
1008360035,Manhattan Dental Studio,10th,2888,5/1/01
1012790001,Manhattan Endoscopy,5th,"16,211",11-Sep
1001660027,Manhattan Family Justice Center,1st,3000,20-Oct
1007840051,Manhattan Farms,4th,5731,11/1/01
1008390029,Manhattan Fencing Center,2nd,"9,300",17-Feb
1008610001,Manhattan Footcare,11th,1500,2/1/08
1008630004,Manhattan Footcare,11th,"1,500",8-Feb
1012790045,Manhattan Institute,"2nd, 3rd","17,300",Jan-90
1013130014,Manhattan Int. Cardiovasc.,14th,2879,7/22/25
1008880027,"Manhattan Internal Medicine Associates, P.C.",3rd,"8,382",6-Sep
1007850025,MANHATTAN KANGDA TCM CENTER,3rd,"2,100",23-Jul
1007850029,MANHATTAN KANGDA TCM CENTER,3rd,"2,100",23-Jul
1008020022,Manhattan Kitchen Supply,GRND,"3,100",15-Jan
1000220013,Manhattan Language Training,11th,8866,12/1/15
1013090066,Manhattan Lasik Center,3rd,4841,8/1/99
1008360043,Manhattan Maxillofacial,7th,4500,7/1/01
1013100041,Manhattan Medical Healthcare,6th,4600,9/1/98
1008390034,Manhattan Medical Weight Loss,7th,"8,350",23-May
1012730001,Manhattan Mind Health,17th,2842,22-Dec
1008140046,Manhattan Neurology Center,4th,3670,7/1/19
1012730001,Manhattan Orthopedics,15th,8815,15-Jan
1005770039,Manhattan Penthouse On Fifth Ave,GRND,500,22-Jan
1004990007,Manhattan Portage,7th,3353,8/1/20
1007870044,Manhattan Sports Medicine,14th,7185,1/1/02
1011020018,Manhattan Surgery Center,6th,3676,4/1/19
1008620016,Manhattan Venture Partners,7th,5000,10/1/22
1013100041,Manhattan Vision Associates,7th,5513,9/1/98
1007790013,Manhattan Wardrobe Supply,8th,7542,2/1/01
1000160260,Manhattan Youth Community,2nd,10000,3/1/18
1005110006,Manifold,6th,7000,7/1/01
1005120023,Manifold,6th,"7,000",22-Jul
1000160140,Manion Gaynor & Manning,25th,"10,000",22-Jul
1007540078,Manpower,GRND,500,25-Apr
1007850025,Map360,12th,"3,750",22-Apr
1007850029,Map360,12th,"3,750",22-Apr
1012670001,Maple & Ash,GRND,14695,25-Sep
1009930029,Mapletree US Management,28th,7558,1/1/18
1009950033,Marathon Asset Management,38th,37536,8/9/25
1008050039,Marble Community Outreach,GRND,500,22-Jan
1012710071,Marc Fisher Footwear,5th,4492,12/1/23
1004820016,Marc Jacobs International,"4th, 5th, 7th, 8th, 9th, 10th, 11th, 12th",86980,6/1/00
1007790049,Marc Kaufman Furs,GRND,450,16-Jul
1008410054,Marchon,15th-22nd,22450,May-99
1007680050,Marcia The Musical Moose,GRND,500,24-May
1007800036,MarcumAsia,8th,6750,1/1/94
1008580049,MARCUS,6th,4200,1/1/01
1008680016,Marcus & Millichap,5th,36421,1/1/16
1012990027,Marex,"10th, 11th","22,293",24-Jan
1007610053,Margo Morrison New York,17th,"2,579",20-Mar
1008590024,Mari Maemo Law Offices,13th,3750,9/1/17
1012590001,Mariana Everest Capital Consultants,GRND,"1,325",19-Nov
1012700049,Marianas Fund Management,2nd,2849,5/1/14
1006970047,Marianne Boesky Gallery,GRND,500,20-Nov
1012790065,Marianne Ryan Physical Therapy,GRND,500,25-May
1012670022,Maribella Hospitality,2nd,17350,1/1/23
1008260065,Marie Robinson Salon,10th,11000,10/1/15
1006960065,Marilyn Model Agency,7th,"3,042",21-Jan
1012630059,Marina Jewelry Co,8th,2000,4/1/01
1012920015,Mariner,GRND,500,25-Jun
1013200046,Marino,18th,9025,11/1/15
1012630024,Mariyam Jewels,GRND,500,23-Jan
1013750049,Mark Asset Management,9th,"14,357",4-Sep
1008390029,Mark Cunningham,14th,"5,700",17-Nov
1008110062,Mark David Interiors,3rd,6000,9/1/01
1012890021,Mark Ingram Atelier,2nd,8340,6/1/01
1013740021,Mark L. Meyer MD,14th,"2,182",25-Sep
1008410054,Mark43,2nd,6667,24-May
1012590019,Markell's Shoe Repair,GRND,1000,7/1/16
1008250017,Market IQ,2nd,"12,000",17-Aug
1007050001,MarketAxess,"15th, 16th, 17th","83,298",19-Mar
1009930022,Marketing Thru Graphics,5th,3313,4/1/05
1008150039,Marketing Thru Graphics,5th,"3,313",5-Apr
1008610047,Markets Group,4th,7200,9/1/17
1012830058,Markewich & Rosenstock,10th,"2,347",18-Sep
1008490063,Marlowe,18th,3820,9/1/20
1008490070,Marlowe,18th,"3,820",20-Sep
1007680050,Marni Usa,11th,"9,260",18-Oct
1007570054,Marquee Brands,15th,27811,5/1/20
1010350001,Marseille,GRND,"4,600",1-May
1005990064,Marsh McLennan,7th,10466,5/22/25
1000380017,Marshall Dennehey,29th,"22,234",20-Sep
1010150029,Martha Graham Dance Company,11th,30757,1/1/26
1008800084,Martin,2nd,10000,7/1/25
1007840041,"Martin J. Finkle, CPA",GRND,2371,8/11/25
1007790039,Martin Young Design,GRND,500,25-May
1008380072,Martini Caruso Productions,PENT,1000,1/1/18
1010210026,Martinique Galleries,GRND,500,25-Jul
1008690034,Marubeni-Itochu Steel America,6th,30000,5/1/23
1008270049,Marus Z Architecture,16th,"2,968",25-May
1012670001,Marvel,17th,16405,23-Aug
1008340022,Marvin Leeds Marketing Services,10th,"2,454",18-Oct
1013190047,Marwood Group,11th,24760,1/1/23
1000380017,Mash Moments,GRND,"2,000",24-Apr
1007860001,Mason Tenders District Council,6th,"14,400",2-Aug
1008860001,Massanois,7th,2047,6/1/15
1008680016,Massimo Bonini,"24th, 25th",9128,6/1/01
1012990033,MassMutual,12th,"18,089",19-Nov
1012950033,MassMutual,9th,8800,1/17/25
1009960029,Massumi + Consoli,32nd,22915,26-Jul
1000200004,Masterpiece International,14th,7950,7/1/20
1010040029,Mastro's Steakhouse,GRND,9500,7/1/16
1009930047,Masttro US,20th,"5,851",24-Apr
1008730067,Matador Content,8th,16500,11/1/01
1005000011,Material Good,2nd,1000,10/1/01
1008490063,Math For America,"14th, 16th, 17th",25335,1/1/15
1008490070,Math For America,"14th, 16th, 17th","25,335",15-Jan
1013260001,Matii New York,GRND,5147,17-Aug
1008380062,Matrix New World,12th,7100,3/1/23
1012900036,Matrix Private Capital Group,6th,"15,591",16-Jan
1002090028,Matthew Sowa Photography,GRND,500,24-Sep
1008690016,Matthews & Co,16th,"7,968",15-Feb
1007640001,MATTIO Communications,2nd,"2,100",19-Aug
1001500031,Matto Espresso,GRND,496,21-Aug
1012860043,Mattos Filho,13th,3458,3/1/22
1000160260,Mattress Firm,GRND,3437,8/1/01
1013170007,Mauritius Mission To The United Nations,22nd,"5,000",13-Nov
1012670041,Maven,18th,6475,6/1/01
1012600042,Maven Podiatry,4th,3456,6/1/01
1012770014,Maverick,39th,9973,11/24/25
1013100001,"Maverick Capital, Ltd.",37th,"13,900",22-Jun
1012850036,Maxim Group,16th,"20,000",21-Mar
1012920048,Maximilian,GRND,8181,4/1/01
1008220070,Maxwell Medical,5th,2605,5/1/15
1007880011,Maxx Mail USA,14th,"10,000",Feb-98
1012900036,Maybank New York,11th,"14,844",Sep-84
1010010029,Mayer Brown,"11th, 12th, 13th, 14th, 15th, 34th","257,090",14-Oct
1008580078,Mayzon,"16th, 17th, 18th","23,783",Feb-95
1010030005,Maz Group NY,1st,500,24-Dec
1010030005,Mazars USA,16th-19th,88699,Jul-93
1012900037,MBG,8th,6050,8/19/25
1000200009,"MC&B, P.C.",7th,9788,9/1/12
1000090001,McAloon & Friedman,23rd,"31,069",19-Oct
1012950033,McCann Worldgroup,4th,30000,1/2/25
1007600063,MCCARTAN,4th,"2,000",18-Jun
1001550003,McCarthy | Kelly Attorneys,7th,6684,4/1/03
1008030067,McCormick Literary,9th,2121,10/1/18
1007020010,McCourt Global,37th,"18,065",24-Sep
1008000061,Mcd Partners,GRND,500,25-Apr
1000640015,McDonald's,GRND,1475,8/1/08
1008830088,McDonald's,GRND,10785,6/1/03
1012760051,MCG Consulting,GRND,500,25-Jan
1008380012,MCG Managed Resources,4th,1000,1/1/01
1008680012,McGee Media,9th,5000,5/1/19
1000880018,McGinley Design,GRND,1411,6/13/25
1010060013,McGraw Hill,5th,"25,361",20-Feb
1007850067,Mckay Architecture & Design,6th,1600,3/1/01
1000800001,McKinsey & Company,19th,"41,982",19-May
1007860051,McKissack,17th,14113,6/1/23
1008680016,McLaughlin & Stern,15th,18113,8/1/96
1006970047,Mclaughlin Mcgrath Comm,GRND,500,22-Jul
1012610016,McNamara and Salvia,10th,6486,8/1/18
1002260001,Mcny Libraries & Learning Center,GRND,500,25-Jun
1008050039,MCV Photo,9th,"1,000",16-Jul
1013740049,MD²,9th,"1,300",19-Jan
1008660001,MDC Interior Solutions,4th,1426,4/1/19
1000160140,MDRC,23rd,"55,000",18-Sep
1008030004,MDSA,15th,"3,500",Jan-98
1008680072,Me and EM,GRND,3800,1/1/01
1008400023,ME Engineers,1st,6990,11/10/25
1012910038,Meadow Partners,15th,4090,19-Oct
1008220049,Medal,12th,5274,5/1/01
1012850021,Medallion Financial,38th,17000,12/1/97
1008220009,Media Development Investment FND,8th,"3,400",5-Feb
1007860001,"Media Law Resource Center, Inc.",GRND,500,8-Jun
1008080040,Mediabrands,9th,5000,4/1/11
1008260069,Mediaco Holding,"1st, 2nd, 3rd",24579,5/1/23
1007640001,Medialets Galactic Hq,GRND,500,24-Dec
1008880024,"Mediamorph, Inc.",7th,"7,711",15-Jan
1008620013,MediaPost Communications,1st,7608,2/21/25
1012810059,Medical First New York P.C.,9th,3163,7/1/16
1013740021,Medical Imaging of Manhattan,16th,"6,217",25-Sep
1013100001,Medical Properties Trust,36th,"13,900",22-Feb
1005800039,Medidata,"6th, 7th, 8th, 9th","137,533",19-Feb
1000460001,Medix,10th,9485,1/1/23
1012750012,MedRite,GRND,2300,8/1/01
1000890001,Meet You Nail Spa,GRND,"1,100",22-Oct
1007790049,Megaris Furs,GRND,"2,483",6-Sep
1007850075,Mei Pattern Studio,"3rd, 8th","4,958",22-Oct
1008410001,Meirowitz & Wasserberg,"7th, 10th",24014,1/1/24
1008220031,Mejuri,GRND,1500,5/1/01
1004910046,Mejuri,GRND,"1,500",23-May
1005780047,Mekanism,2nd,27780,1/1/24
1012780020,Melangerie,GRND,"14,000",24-Mar
1005590016,Melio,"15th, 16th",24448,7/1/22
1007280060,Melkonian Capital Management,12th,1050,7/1/18
1010030005,Melt Shop,GRND,3500,14-Jun
1000880018,Meltzer & Fishman,26th,3670,1/1/80
1010030005,Men's Wearhouse,GRND,6370,14-Mar
1010210026,Mendes,"21st, 22nd, 23rd, 24th","56,948",May-92
1012830001,Menkin,11th,"1,000",18-Nov
1008130023,Menorah Collections,GRND,"2,630",11-Apr
1008260019,Mercedes-Benz,4th,"5,901",24-Aug
1013210047,Mercer Advisors,37th,7816,4/1/24
1012990033,Merchants Capital Corp.,24th,"10,000",22-Jun
1012940037,Mercury & Earth,GRND,3300,9/10/25
1012630061,Mercury Jewels,11th,"1,940",12-Jan
1008180066,Mercury Technologies,10th,"9,979",24-May
1008570062,Mergeworld,10th,5354,3/1/22
1013110040,Meridian Capital Group,22nd,"11,500",22-Jul
1008280033,Meridian Design,6th,8354,3/1/15
1008870082,Meridiani,GRND,"1,654",23-Jan
1008600045,Merit Beauty,4th,7976,5/1/01
1012900044,Meritsoft,GRND,1000,2/1/23
1007050001,Meritsoft,GRND,"1,000",23-Feb
1008410054,Merlyn Mind,20th,6667,24-Jan
1006030028,Merrick Real Estate Group,GRND,500,22-Sep
1009990019,Merrill,"14th, 15th, 17th",58589,12/1/15
1000160150,Merrill,"4th, 7th, 8th, 9th, 10th, 11th, 12th, 13th, 14th","527,996",Oct-98
1012809010,Merrill,"6th, 13th","95,338",15-May
1000160125,Merrill Lynch Wealth Management,40th,"44,277",24-Feb
1012809010,Merrill Lynch Wealth Management,GRND,500,25-May
1013110040,Merson Law,18th,"8,508",20-Aug
1008600001,Mervram Services,6th,2008,10/1/01
1008340039,Mervram Services,6th,"2,008",22-Oct
1007590037,Mesmerize,10th,"5,009",18-Mar
1012770002,Mesoblast,3rd,"16,052",21-Oct
1001550003,Message Plus Call Centers,GRND,1543,12/15/25
1000090001,Met Council,24th,"24,949",23-Dec
1009980029,Metalmark Capital,40th,"15,550",13-Dec
1007790057,Method Group,2nd,1600,4/1/19
1012809010,MetLife,"3rd, 4th, 5th, 6th, 51st, 57th","409,365",6-Dec
1007860013,Metro Analytical Laboratories,GRND,1000,4/12/25
1001510032,Metro Attorney Service,GRND,500,24-Sep
1012630067,Metro Wellness,6th,"1,198",25-May
1008390019,Metropolis Collectibles,6th,5000,11/1/01
1009930022,Metropolis Electric Corp,6th,1558,11/1/21
1008060026,Metropolis Post,12th,"2,647",Oct-00
1008880024,Metropolis Real Estate,GRND,500,24-Mar
1016340003,Metropolis Studios,"2nd, 3rd","20,000",16-Jul
1012880007,Metropolitan Bank & Trust,GRND,1500,8/1/17
1008950001,Metropolitan Commercial Bank,"11th, 12th, 13th","82,002",17-Apr
1008950001,Metropolitan Commercial Bank,GRND,"8,653",5-Jun
1000880018,Metropolitan Dental Assoc,4th,4600,4/1/03
1007610053,Metropolitan Elevator Service Corp.,9th,"1,520",15-Dec
1013740045,Metropolitan Oral Surgery Associates,14th,"4,237",23-Aug
1013060033,Metropolitan Partners Group,18th,"13,700",19-Jun
1017740001,Metropolitan Transit Authority,"9th, 10th","18,256",21-Jan
1013370014,Mexican Mission To Un,28th,"15,000",6-Jul
1009930011,Mexicue,GRND,"2,491",14-Jan
1005190070,Meyer Davis Studio,4th,"3,846",14-Jul
1008110031,Meyer Suozzi English & Klein,14th,13700,3/1/00
1008690054,Meyers+ Engineers,12th,"8,190",21-Jul
1000680007,MezCali,GRND,"4,170",19-Dec
1013250001,Mezeh Mediterranean Grill,GRND,1825,3/1/23
1008480061,Mezeh Mediterranean Grill,GRND,"8,000",21-May
1008160037,MG Eng,"12th, 13th",27800,4/7/25
1009980024,MG Worldwide,9th,3700,7/1/16
1008160037,MGE Unified Tech,11th,15000,3/20/25
1008580049,MGT Property Management,3rd,6600,5/1/19
1008620013,MHG Architects,7th,5000,12/1/16
1012870058,Miano Viel Salon & Spa,2nd,"5,247",Jan-91
1008000061,Mib 360 Virtual Tours For Schools,GRND,500,21-Sep
1013070001,MIC Capital Partners US,"35th, 36th",33714,9/24/25
1012630034,Michael F. & Co.,GRND,600,20-Apr
1008000068,Michael Howard Studio,10th,5600,2/1/12
1008330011,Michael K. Chen Architecture,7th,3100,3/20/25
1012580021,Michael Kors,"8th, 9th, 16th, 20th, 21st, 24th, 30th","186,315",20-Sep
1012650050,Michael Kors,GRND,"4,444",11-Feb
1013750049,Michael Kors,GRND,"6,725",24-Aug
1008610015,Michael M. Goldberg Law,6th,3000,5/1/21
1005970055,Michael Muroff Architect,5th,2400,7/1/10
1012600071,Michael Page,5th,9448,12/1/25
1008110062,Michael Zenreich Architects,7th,4200,2/1/13
1007970037,Michaels,GRND,"32,000",14-May
1012890021,Michaelson Associates,12th,5954,6/1/95
1004970018,Michele Marie Public Relations,4th,"2,902",21-Jan
1005770039,Michelle Wallace Therapy,GRND,500,24-May
1009200012,Michelman & Robinson,30th,"19,871",22-Oct
1008410027,Michiko Studios,4th,8500,11/1/22
1008190044,Michilli,9th,"7,000",22-Jul
1012630014,Microset Dot,3rd,"6,190",20-Jan
1013170001,Microsoft,2nd,23621,3/14/25
1004990007,Microsoft,4th,35156,6/24/25
1008190039,Microsoft,"6th, 7th, 8th, 9th, 10th",145010,12/1/22
1007780048,Microsol Resources,11th,"5,953",10-Jul
1013160001,Midcap Advisors,28th,4527,12/1/19
1008410054,Middlegate Securities,4th-5th,13334,Nov-95
1013010001,MidOcean Partners,38th,20000,9/20/25
1007600032,Midtown 38 Wines,GRND,2141,9/1/01
1008610001,Midtown Cardiovascular,6th,3000,11/1/23
1008630004,Midtown Cardiovascular,6th,"3,000",23-Nov
1009400012,Midtown Dermatology Service,"2nd, 5th, 6th, 11th, 12th",4500,5/1/25
1012950017,Midtown Endodontics,15th,1070,10/1/16
1012770014,Midtown Security,1st,1200,10/14/25
1012630024,MidTown Watch,GRND,898,16-Jul
1012910038,Midwood Investment,2nd,10381,16-Dec
1012620056,MIG Jewelry,13th,"1,100",10-Feb
1008400028,MiGear International Group,14th,4465,1/1/22
1000160125,Mighty Quinns Barbarque,GRND,647,13-Aug
1008140015,Mighty Quinns Barbarque,GRND,"1,489",17-Feb
1008370058,MIH Systems Group,7th,2610,10/1/18
1008360007,miJuBUY,7th,3500,7/1/01
1012620056,Mikaelians Jewelry,14th,"3,000",12-Aug
1008340019,Mikha Lashes,11th,1100,2/1/17
1012690041,Mikimoto Co Limited,"4th, 6th","21,052",4-Oct
1007050001,Milbank,"29th, 30th, 31st, 32nd, 33rd, 34th, 35th, 36th, 37th, 38th, 39th","316,066",19-Mar
1013740049,Milbank Memorial Fund,15th,"4,039",Feb-95
1008950001,Milberg Factors,"21st, 22nd","15,920",Mar-98
1012610036,Milbon USA,9th,5014,6/19/25
1000130027,Mildred Elley,16th,42424,5/1/10
1008260057,Mile High Run Club,GRND,3370,6/1/18
1008660076,Mileace,7th,1875,2/1/12
1008370048,Mileace,7th,"1,875",12-Feb
1009990029,Miles & Stockbridge,GRND,2500,4/1/23
1010250054,Miles & Tisch Eyecare,4th,"9,984",19-Jun
1005110001,Milk Makeup,7th,17588,1/1/01
1009980029,Mill Point Capital,"44th, 45th","23,288",21-Oct
1012840056,Mill Run Tours,11th,4130,1/1/83
1012620056,Millenium Best Jewelers,7th,"1,500",17-Jan
1012600064,Millennial Plastic Surgery,4th,4800,5/1/21
1000290070,Millennium High School,"11th, 12th, 13th, 14th",107150,12/1/02
1007890075,Miller Druck Contracting,9th,6500,3/1/01
1008400028,Miller Samuel,15th,4465,7/1/10
1000220017,"Miller, Leiby & Associates",13th,2000,5/1/17
1008070039,Milliken & Company,26th,6189,11/1/01
1008490016,Milo Kleinberg Design,17th,16000,12/1/08
1007860051,Milrose Consultants,17th,15887,11/1/04
1008820076,Milsmith Real Estate Advisory,3rd,1515,11/1/20
1000160125,Milu,GRND,690,25-Apr
1010250025,MiMO Studios,21st,2036,
1006960065,Minagawa Art Lines,4th,"3,500",Oct-98
1008000061,Mindful Heart Psychotherapy,6th,500,25-Feb
1012950033,Minerals Tech,38th,10709,4/20/25
1000640012,MINISO,GRND,5000,7/1/01
1010160036,Minskoff Theatre,GRND,9156,4/1/73
1008950045,Mintz & Gold,"25th, 26th","15,005",14-Dec
1013290001,Mintz Group,"37th, 38th, 39th",98431,12/22/25
1008710070,Mintz Group,5th,6500,12/1/24
1008220031,Minute Media,6th,2000,1/1/25
1004910046,Minute Media,6th,"2,000",25-Jan
1008580078,MiQ,26th,"11,698",18-Jan
1012630071,Mirae Asset Management,10th,7400,3/1/22
1010240038,Mirae Asset Securities,"4th, 37th, 38th","38,298",17-Mar
1001500038,"Mirman, Markovits & Landau, P.C.",6th,"6,300",2-Jan
1007850067,Miroddi Group,8th,1050,3/1/01
1007860064,Mirror Imaging,10th,"5,500",15-Jan
1007800010,Mission Capital Advisors,1st,2000,11/1/21
1009990019,Mission Capital Advisors,5th,4516,3/22/25
1013170007,Mission Of Bosnia,17th,"4,296",19-Jun
1012880021,Mistral Equity Partners,5th,"5,489",21-Dec
1010040020,MIT Media Lab,10th,19746,5/24/25
1010350001,Mitchell Giurgola Architects,7th,"8,452",9-Feb
1005230048,Mitchell Kurtz Architect,5th,"1,000",Mar-98
1007890036,Mitchell Martin,16th,12015,9/1/19
1008690016,"Mitofsky, Shapiro, Neville, & Hazen",8th,"3,205",26-Feb
1013150001,Mitsubishi,19th,7340,1/1/18
1009950005,Mitsubishi,"34th, 35th",64920,6/22/25
1000400014,Mitsubishi,4th,6067,1/1/17
1012809010,"Mitsui & Co. (USA), Inc.","35th, 36th","110,452",Jan-00
1008630006,Miworld Accessories,11th,12500,3/1/01
1007280060,Mixed Up Mosaic,GRND,3100,10/16/25
1008140052,Miznon Pizza,GRND,"1,250",25-Sep
1010030029,Mizuho Financial Group,"2nd, 3rd, 4th, 18th, 19th, 35th, 36th",381920,1/19/25
1010040029,Mizuho Financial Group,"9th, 10th",151409,11/1/25
1013170007,Mjc Environmental,GRND,500,25-Jun
1008680008,MJM+A Architects,"11th, 12th",5500,12/1/06
1013940001,MK Cutting,7th,4000,6/1/01
1000100014,"MKC&I, P.C.",16th,16300,3/1/24
1013070014,MKP Capital Management,16th,8577,7/1/00
1012750014,MLA Properties,4th,3152,3/1/18
1012900044,"MLG&B, LLP","18th, 19th",11670,6/1/23
1009930001,MMG Global,17th,3540,6/1/18
1012950020,MMG Global,10th,15125,4/1/17
1008290032,MMR Research Worldwide,8th,5894,10/1/16
1007950044,Mo Math,GRND,34671,3/1/26
1007950037,Mo Math,GRND,34671,26-Mar
1012930016,Moet Hennessy,14th,"5,620",16-Apr
1007860023,Mobile Health Mgmt Services,10th,10083,2/1/10
1000680036,Mobilization For Justice,6th,"21,727",17-May
1008440003,Mobilize,6th,2361,6/1/01
1000110021,Mobotix AG,7th,"6,628",22-Jan
1012760051,MOCEAN,GRND,"12,051",22-Feb
1005110008,Modal Labs,10th,3700,1/1/01
1008060026,Modari,8th,"3,371",25-May
1001530001,Modell's Sporting Goods,GRND,56300,2/1/01
1002320001,Modern Post,4th,7230,5/1/17
1008260019,ModernFi,7th,"5,371",24-Jan
1008060009,Modicum,3rd,8080,1/1/18
1008220049,Modo Energy,11th,5000,5/1/01
1005120015,Modo Eyewear,8th,9000,2/1/01
1012780069,Moffatt & Nichol,14th,12703,5/1/15
1008630060,MogoSME,17th,10008,11/1/19
1008010024,Mohawk Industries,6th,13000,5/1/18
1007120001,Moishe's Moving Nyc,6th,500,23-Jun
1007120001,Moishe's Self Storage,GRND,500,23-Jun
1012630014,Mold Craftsman Of Distinction,14th,"3,000",20-Jan
1000220024,Molloy College,"4th, 5th",36889,2/1/18
1007880037,Molo US,10th,"1,869",22-Oct
1008150046,Molod Spitz & De Santis,21st,12100,12/1/10
1012910038,MoloLamken,6th,12270,16-May
